id,value,location,sampledate,measure
807289,0,Busarakhan,28-Mar-07,Petroleum hydrocarbons
807291,0.06,Busarakhan,28-Mar-07,Atrazine
807292,0.06,Busarakhan,28-Mar-07,Simazine
807293,0.021,Busarakhan,28-Mar-07,Alachlor
807305,0.032,Busarakhan,28-Mar-07,Aldrin
807308,2.42,Busarakhan,28-Mar-07,Macrozoobenthos
807310,5.4,Busarakhan,28-Mar-07,Total coliforms
807311,0.39,Busarakhan,28-Mar-07,Fecal coliforms
807312,9.2,Busarakhan,28-Mar-07,Fecal streptococci 
801542,0.217,Chai,31-Mar-07,Total phosphorus
801546,34.4,Chai,31-Mar-07,Chlorides
801547,38.02,Chai,31-Mar-07,Sulphates
801548,1.665,Chai,31-Mar-07,Iron
801549,0.187,Chai,31-Mar-07,Manganese
801550,54,Chai,31-Mar-07,Zinc
801551,8.593,Chai,31-Mar-07,Copper
801552,5.344,Chai,31-Mar-07,Chromium
801553,7.256,Chai,31-Mar-07,Lead
801554,0.268,Chai,31-Mar-07,Cadmium
801555,0.056,Chai,31-Mar-07,Mercury
801556,14.47,Chai,31-Mar-07,Nickel
801557,3.04,Chai,31-Mar-07,Biochemical Oxygen
801558,20,Chai,31-Mar-07,Chemical Oxygen Demand (Cr)
801559,11.89,Chai,31-Mar-07,Chemical Oxygen Demand (Mn)
801560,0.127,Chai,31-Mar-07,Atrazine
801561,0.06,Chai,31-Mar-07,Simazine
801562,0.336,Chai,31-Mar-07,Alachlor
801574,0.005,Chai,31-Mar-07,Aldrin
803073,0.217,Chai,31-Mar-07,Total phosphorus
803077,34.4,Chai,31-Mar-07,Chlorides
803078,37.34,Chai,31-Mar-07,Sulphates
803079,1.665,Chai,31-Mar-07,Iron
803081,0.288,Chai,31-Mar-07,Manganese
803082,0.127,Chai,31-Mar-07,Manganese
803083,57,Chai,31-Mar-07,Zinc
803085,10.53,Chai,31-Mar-07,Copper
803087,6.206,Chai,31-Mar-07,Chromium
803089,7.727,Chai,31-Mar-07,Lead
803091,0.606,Chai,31-Mar-07,Cadmium
803093,0.052,Chai,31-Mar-07,Mercury
803094,12.08,Chai,31-Mar-07,Nickel
803096,3.9,Chai,31-Mar-07,Biochemical Oxygen
803097,22,Chai,31-Mar-07,Chemical Oxygen Demand (Cr)
803098,5.98,Chai,31-Mar-07,Chemical Oxygen Demand (Mn)
803099,0.06,Chai,31-Mar-07,Atrazine
803100,0.06,Chai,31-Mar-07,Simazine
803101,0.023,Chai,31-Mar-07,Alachlor
803113,0.005,Chai,31-Mar-07,Aldrin
804721,0.384,Chai,31-Mar-07,Iron
804722,0.119,Chai,31-Mar-07,Manganese
804723,43,Chai,31-Mar-07,Zinc
804724,5.286,Chai,31-Mar-07,Copper
804725,4.844,Chai,31-Mar-07,Chromium
804726,6.045,Chai,31-Mar-07,Lead
804727,0.12,Chai,31-Mar-07,Cadmium
804728,0.05,Chai,31-Mar-07,Mercury
804729,11.66,Chai,31-Mar-07,Nickel
804730,0.06,Chai,31-Mar-07,Atrazine
804731,0.06,Chai,31-Mar-07,Simazine
804732,0.006,Chai,31-Mar-07,Alachlor
804744,0.005,Chai,31-Mar-07,Aldrin
787999,170.8,Boonsri,6-Apr-07,Bicarbonates
788002,235,Boonsri,6-Apr-07,Total dissolved salts
788007,0.07,Boonsri,6-Apr-07,Total phosphorus
788013,18.53,Boonsri,6-Apr-07,Chlorides
788014,42.5,Boonsri,6-Apr-07,Sulphates
788015,0.898,Boonsri,6-Apr-07,Iron
788017,0.093,Boonsri,6-Apr-07,Manganese
788018,0.02,Boonsri,6-Apr-07,Manganese
788019,52,Boonsri,6-Apr-07,Zinc
788021,6.845,Boonsri,6-Apr-07,Copper
788023,1.149,Boonsri,6-Apr-07,Chromium
788025,7.37,Boonsri,6-Apr-07,Lead
788027,14.24,Boonsri,6-Apr-07,Cadmium
788029,0.026,Boonsri,6-Apr-07,Mercury
788030,4.743,Boonsri,6-Apr-07,Nickel
788032,2.2,Boonsri,6-Apr-07,Biochemical Oxygen
788033,9.8,Boonsri,6-Apr-07,Chemical Oxygen Demand (Cr)
788034,3.2,Boonsri,6-Apr-07,Chemical Oxygen Demand (Mn)
788037,0.069,Boonsri,6-Apr-07,Atrazine
788038,0.06,Boonsri,6-Apr-07,Simazine
788039,0.136,Boonsri,6-Apr-07,Alachlor
788051,0.018,Boonsri,6-Apr-07,Aldrin
788054,2,Boonsri,6-Apr-07,Macrozoobenthos
788055,2.2,Boonsri,6-Apr-07,Total coliforms
788056,0.22,Boonsri,6-Apr-07,Fecal coliforms
788057,0.04,Boonsri,6-Apr-07,Fecal streptococci 
789570,176.9,Boonsri,6-Apr-07,Bicarbonates
789573,225,Boonsri,6-Apr-07,Total dissolved salts
789578,0.13,Boonsri,6-Apr-07,Total phosphorus
789584,20.48,Boonsri,6-Apr-07,Chlorides
789585,26.5,Boonsri,6-Apr-07,Sulphates
789586,2.11,Boonsri,6-Apr-07,Iron
789588,0.19,Boonsri,6-Apr-07,Manganese
789589,0.02,Boonsri,6-Apr-07,Manganese
789590,49,Boonsri,6-Apr-07,Zinc
789592,11.01,Boonsri,6-Apr-07,Copper
789594,3.786,Boonsri,6-Apr-07,Chromium
789596,15.27,Boonsri,6-Apr-07,Lead
789598,20.66,Boonsri,6-Apr-07,Cadmium
789600,0.047,Boonsri,6-Apr-07,Mercury
789601,7.413,Boonsri,6-Apr-07,Nickel
789603,2.3,Boonsri,6-Apr-07,Biochemical Oxygen
789604,8.8,Boonsri,6-Apr-07,Chemical Oxygen Demand (Cr)
789605,2.5,Boonsri,6-Apr-07,Chemical Oxygen Demand (Mn)
789608,0.06,Boonsri,6-Apr-07,Atrazine
789609,0.06,Boonsri,6-Apr-07,Simazine
789610,0.126,Boonsri,6-Apr-07,Alachlor
789622,0.039,Boonsri,6-Apr-07,Aldrin
789625,1.7,Boonsri,6-Apr-07,Macrozoobenthos
789626,4.9,Boonsri,6-Apr-07,Total coliforms
789627,1.1,Boonsri,6-Apr-07,Fecal coliforms
789628,0.14,Boonsri,6-Apr-07,Fecal streptococci 
791008,176.9,Boonsri,6-Apr-07,Bicarbonates
791011,215,Boonsri,6-Apr-07,Total dissolved salts
791016,0.15,Boonsri,6-Apr-07,Total phosphorus
791022,19.5,Boonsri,6-Apr-07,Chlorides
791023,22.5,Boonsri,6-Apr-07,Sulphates
791024,1.693,Boonsri,6-Apr-07,Iron
791026,0.19,Boonsri,6-Apr-07,Manganese
791027,0.02,Boonsri,6-Apr-07,Manganese
791028,42,Boonsri,6-Apr-07,Zinc
791030,9.08,Boonsri,6-Apr-07,Copper
791032,2.217,Boonsri,6-Apr-07,Chromium
791034,10.98,Boonsri,6-Apr-07,Lead
791036,13.42,Boonsri,6-Apr-07,Cadmium
791038,0.055,Boonsri,6-Apr-07,Mercury
791039,6.16,Boonsri,6-Apr-07,Nickel
791041,2.5,Boonsri,6-Apr-07,Biochemical Oxygen
791042,10.3,Boonsri,6-Apr-07,Chemical Oxygen Demand (Cr)
791043,3.4,Boonsri,6-Apr-07,Chemical Oxygen Demand (Mn)
791046,0.063,Boonsri,6-Apr-07,Atrazine
791047,0.06,Boonsri,6-Apr-07,Simazine
791048,0.172,Boonsri,6-Apr-07,Alachlor
791060,0.046,Boonsri,6-Apr-07,Aldrin
791063,1.7,Boonsri,6-Apr-07,Macrozoobenthos
791064,7.9,Boonsri,6-Apr-07,Total coliforms
791065,1.3,Boonsri,6-Apr-07,Fecal coliforms
791066,0.11,Boonsri,6-Apr-07,Fecal streptococci 
801584,154.9,Chai,12-Apr-07,Bicarbonates
801587,248,Chai,12-Apr-07,Total dissolved salts
801591,2.87,Chai,12-Apr-07,Total nitrogen
801593,0.089,Chai,12-Apr-07,Total phosphorus
801599,27.5,Chai,12-Apr-07,Chlorides
801600,34.4,Chai,12-Apr-07,Sulphates
801601,1.409,Chai,12-Apr-07,Iron
801602,0.122,Chai,12-Apr-07,Manganese
801603,27,Chai,12-Apr-07,Zinc
801604,10.76,Chai,12-Apr-07,Copper
801605,2.538,Chai,12-Apr-07,Chromium
801606,11.167,Chai,12-Apr-07,Lead
801607,0.051,Chai,12-Apr-07,Cadmium
801608,0.025,Chai,12-Apr-07,Mercury
801609,10.89,Chai,12-Apr-07,Nickel
801610,3,Chai,12-Apr-07,Biochemical Oxygen
801611,21.2,Chai,12-Apr-07,Chemical Oxygen Demand (Cr)
801612,4.5,Chai,12-Apr-07,Chemical Oxygen Demand (Mn)
801614,0.294,Chai,12-Apr-07,Petroleum hydrocarbons
801616,0.06,Chai,12-Apr-07,Atrazine
801617,0.06,Chai,12-Apr-07,Simazine
801618,0.102,Chai,12-Apr-07,Alachlor
801630,0.007,Chai,12-Apr-07,Aldrin
801633,2,Chai,12-Apr-07,Macrozoobenthos
801635,0.54,Chai,12-Apr-07,Total coliforms
801636,0.28,Chai,12-Apr-07,Fecal coliforms
801637,0.54,Chai,12-Apr-07,Fecal streptococci 
803124,154.9,Chai,12-Apr-07,Bicarbonates
803127,248,Chai,12-Apr-07,Total dissolved salts
803131,2.84,Chai,12-Apr-07,Total nitrogen
803133,0.089,Chai,12-Apr-07,Total phosphorus
803139,27.5,Chai,12-Apr-07,Chlorides
803140,33.3,Chai,12-Apr-07,Sulphates
803141,5.361,Chai,12-Apr-07,Iron
803143,0.62,Chai,12-Apr-07,Manganese
803144,0.02,Chai,12-Apr-07,Manganese
803145,70,Chai,12-Apr-07,Zinc
803147,12.37,Chai,12-Apr-07,Copper
803149,6.154,Chai,12-Apr-07,Chromium
803151,27.19,Chai,12-Apr-07,Lead
803153,1.298,Chai,12-Apr-07,Cadmium
803155,0.025,Chai,12-Apr-07,Mercury
803156,18.54,Chai,12-Apr-07,Nickel
803158,2.4,Chai,12-Apr-07,Biochemical Oxygen
803159,20.4,Chai,12-Apr-07,Chemical Oxygen Demand (Cr)
803160,4.8,Chai,12-Apr-07,Chemical Oxygen Demand (Mn)
803163,0.06,Chai,12-Apr-07,Atrazine
803164,0.06,Chai,12-Apr-07,Simazine
803165,0.094,Chai,12-Apr-07,Alachlor
803177,0.006,Chai,12-Apr-07,Aldrin
803180,1.85,Chai,12-Apr-07,Macrozoobenthos
803182,0.14,Chai,12-Apr-07,Total coliforms
803183,0.14,Chai,12-Apr-07,Fecal coliforms
803184,0.033,Chai,12-Apr-07,Fecal streptococci 
804754,161,Chai,12-Apr-07,Bicarbonates
804757,246,Chai,12-Apr-07,Total dissolved salts
804761,2.88,Chai,12-Apr-07,Total nitrogen
804763,0.089,Chai,12-Apr-07,Total phosphorus
804769,27.5,Chai,12-Apr-07,Chlorides
804770,32.8,Chai,12-Apr-07,Sulphates
804771,2.619,Chai,12-Apr-07,Iron
804772,0.276,Chai,12-Apr-07,Manganese
804773,65,Chai,12-Apr-07,Zinc
804774,19.25,Chai,12-Apr-07,Copper
804775,2.009,Chai,12-Apr-07,Chromium
804776,22.28,Chai,12-Apr-07,Lead
804777,0.464,Chai,12-Apr-07,Cadmium
804778,0.025,Chai,12-Apr-07,Mercury
804779,6.283,Chai,12-Apr-07,Nickel
804780,3.1,Chai,12-Apr-07,Biochemical Oxygen
804781,20.6,Chai,12-Apr-07,Chemical Oxygen Demand (Cr)
804782,4.8,Chai,12-Apr-07,Chemical Oxygen Demand (Mn)
804784,0.294,Chai,12-Apr-07,Petroleum hydrocarbons
804786,0.06,Chai,12-Apr-07,Atrazine
804787,0.067,Chai,12-Apr-07,Simazine
804788,0.101,Chai,12-Apr-07,Alachlor
804800,0.009,Chai,12-Apr-07,Aldrin
804803,2,Chai,12-Apr-07,Macrozoobenthos
804805,1.1,Chai,12-Apr-07,Total coliforms
804806,1.1,Chai,12-Apr-07,Fecal coliforms
804807,0.24,Chai,12-Apr-07,Fecal streptococci 
813106,161,Kannika,12-Apr-07,Bicarbonates
813109,260,Kannika,12-Apr-07,Total dissolved salts
813113,2.41,Kannika,12-Apr-07,Total nitrogen
813115,0.118,Kannika,12-Apr-07,Total phosphorus
813121,27.5,Kannika,12-Apr-07,Chlorides
813122,33.1,Kannika,12-Apr-07,Sulphates
813123,1.529,Kannika,12-Apr-07,Iron
813124,0.118,Kannika,12-Apr-07,Manganese
813125,16,Kannika,12-Apr-07,Zinc
813126,9.348,Kannika,12-Apr-07,Copper
813127,4.48,Kannika,12-Apr-07,Chromium
813128,6.182,Kannika,12-Apr-07,Lead
813129,0.06,Kannika,12-Apr-07,Cadmium
813130,0.025,Kannika,12-Apr-07,Mercury
813131,8.26,Kannika,12-Apr-07,Nickel
813132,2.8,Kannika,12-Apr-07,Biochemical Oxygen
813133,24.2,Kannika,12-Apr-07,Chemical Oxygen Demand (Cr)
813134,4.8,Kannika,12-Apr-07,Chemical Oxygen Demand (Mn)
813136,5.88,Kannika,12-Apr-07,Petroleum hydrocarbons
813138,0.06,Kannika,12-Apr-07,Atrazine
813139,0.06,Kannika,12-Apr-07,Simazine
813140,0.136,Kannika,12-Apr-07,Alachlor
813152,0.018,Kannika,12-Apr-07,Aldrin
813155,1.93,Kannika,12-Apr-07,Macrozoobenthos
813157,0.02,Kannika,12-Apr-07,Total coliforms
813158,0.02,Kannika,12-Apr-07,Fecal coliforms
813159,0,Kannika,12-Apr-07,Fecal streptococci 
814194,161,Kannika,12-Apr-07,Bicarbonates
814197,263,Kannika,12-Apr-07,Total dissolved salts
814201,2.34,Kannika,12-Apr-07,Total nitrogen
814203,0.12,Kannika,12-Apr-07,Total phosphorus
814209,34.4,Kannika,12-Apr-07,Chlorides
814210,37.2,Kannika,12-Apr-07,Sulphates
814211,2.982,Kannika,12-Apr-07,Iron
814213,0.266,Kannika,12-Apr-07,Manganese
814214,0.02,Kannika,12-Apr-07,Manganese
814215,28,Kannika,12-Apr-07,Zinc
814217,11.1,Kannika,12-Apr-07,Copper
814219,1.722,Kannika,12-Apr-07,Chromium
814221,10.86,Kannika,12-Apr-07,Lead
814223,0.059,Kannika,12-Apr-07,Cadmium
814225,0.025,Kannika,12-Apr-07,Mercury
814226,7.367,Kannika,12-Apr-07,Nickel
814228,2.6,Kannika,12-Apr-07,Biochemical Oxygen
814229,24.7,Kannika,12-Apr-07,Chemical Oxygen Demand (Cr)
814230,4.8,Kannika,12-Apr-07,Chemical Oxygen Demand (Mn)
814233,0.06,Kannika,12-Apr-07,Atrazine
814234,0.06,Kannika,12-Apr-07,Simazine
814235,0.175,Kannika,12-Apr-07,Alachlor
814247,0.029,Kannika,12-Apr-07,Aldrin
814248,2.05,Kannika,12-Apr-07,Macrozoobenthos
814250,0.02,Kannika,12-Apr-07,Total coliforms
814251,0.02,Kannika,12-Apr-07,Fecal coliforms
814252,0,Kannika,12-Apr-07,Fecal streptococci 
815328,149.4,Kannika,12-Apr-07,Bicarbonates
815331,255,Kannika,12-Apr-07,Total dissolved salts
815335,2.58,Kannika,12-Apr-07,Total nitrogen
815337,0.118,Kannika,12-Apr-07,Total phosphorus
815343,34.4,Kannika,12-Apr-07,Chlorides
815344,37.2,Kannika,12-Apr-07,Sulphates
815345,1.38,Kannika,12-Apr-07,Iron
815346,0.129,Kannika,12-Apr-07,Manganese
815347,13,Kannika,12-Apr-07,Zinc
815348,14.3,Kannika,12-Apr-07,Copper
815349,2.157,Kannika,12-Apr-07,Chromium
815350,10.13,Kannika,12-Apr-07,Lead
815351,0.066,Kannika,12-Apr-07,Cadmium
815352,0.025,Kannika,12-Apr-07,Mercury
815353,11.24,Kannika,12-Apr-07,Nickel
815354,2.7,Kannika,12-Apr-07,Biochemical Oxygen
815355,25.1,Kannika,12-Apr-07,Chemical Oxygen Demand (Cr)
815356,4.8,Kannika,12-Apr-07,Chemical Oxygen Demand (Mn)
815358,4.7,Kannika,12-Apr-07,Petroleum hydrocarbons
815360,0.06,Kannika,12-Apr-07,Atrazine
815361,0.06,Kannika,12-Apr-07,Simazine
815362,0.076,Kannika,12-Apr-07,Alachlor
815374,0.007,Kannika,12-Apr-07,Aldrin
815377,2.2,Kannika,12-Apr-07,Macrozoobenthos
815379,0.13,Kannika,12-Apr-07,Total coliforms
815380,0.13,Kannika,12-Apr-07,Fecal coliforms
815381,0,Kannika,12-Apr-07,Fecal streptococci 
816392,161,Sakda,12-Apr-07,Bicarbonates
816395,267,Sakda,12-Apr-07,Total dissolved salts
816399,2.55,Sakda,12-Apr-07,Total nitrogen
816401,0.106,Sakda,12-Apr-07,Total phosphorus
816407,34.4,Sakda,12-Apr-07,Chlorides
816408,34.7,Sakda,12-Apr-07,Sulphates
816409,1.701,Sakda,12-Apr-07,Iron
816410,0.147,Sakda,12-Apr-07,Manganese
816411,10,Sakda,12-Apr-07,Zinc
816412,8.802,Sakda,12-Apr-07,Copper
816413,1.795,Sakda,12-Apr-07,Chromium
816414,6.343,Sakda,12-Apr-07,Lead
816415,0.05,Sakda,12-Apr-07,Cadmium
816416,0.027,Sakda,12-Apr-07,Mercury
816417,8.126,Sakda,12-Apr-07,Nickel
816418,2.8,Sakda,12-Apr-07,Biochemical Oxygen
816419,26.2,Sakda,12-Apr-07,Chemical Oxygen Demand (Cr)
816420,5.2,Sakda,12-Apr-07,Chemical Oxygen Demand (Mn)
816422,7.05,Sakda,12-Apr-07,Petroleum hydrocarbons
816424,0.073,Sakda,12-Apr-07,Atrazine
816425,0.06,Sakda,12-Apr-07,Simazine
816426,0.167,Sakda,12-Apr-07,Alachlor
816438,0.011,Sakda,12-Apr-07,Aldrin
816441,2.11,Sakda,12-Apr-07,Macrozoobenthos
816443,0.018,Sakda,12-Apr-07,Total coliforms
816444,0,Sakda,12-Apr-07,Fecal coliforms
816445,0.0045,Sakda,12-Apr-07,Fecal streptococci 
817481,161,Sakda,12-Apr-07,Bicarbonates
817484,268,Sakda,12-Apr-07,Total dissolved salts
817488,2.41,Sakda,12-Apr-07,Total nitrogen
817490,0.104,Sakda,12-Apr-07,Total phosphorus
817496,27.5,Sakda,12-Apr-07,Chlorides
817497,36.4,Sakda,12-Apr-07,Sulphates
817498,2.508,Sakda,12-Apr-07,Iron
817500,0.227,Sakda,12-Apr-07,Manganese
817501,0.02,Sakda,12-Apr-07,Manganese
817502,17,Sakda,12-Apr-07,Zinc
817504,10.87,Sakda,12-Apr-07,Copper
817506,2.805,Sakda,12-Apr-07,Chromium
817508,11.11,Sakda,12-Apr-07,Lead
817510,0.05,Sakda,12-Apr-07,Cadmium
817512,0.03,Sakda,12-Apr-07,Mercury
817513,11.41,Sakda,12-Apr-07,Nickel
817515,2.7,Sakda,12-Apr-07,Biochemical Oxygen
817516,25.8,Sakda,12-Apr-07,Chemical Oxygen Demand (Cr)
817517,4.8,Sakda,12-Apr-07,Chemical Oxygen Demand (Mn)
817520,0.092,Sakda,12-Apr-07,Atrazine
817521,0.06,Sakda,12-Apr-07,Simazine
817522,0.299,Sakda,12-Apr-07,Alachlor
817534,0.01,Sakda,12-Apr-07,Aldrin
817537,1.88,Sakda,12-Apr-07,Macrozoobenthos
817539,0.045,Sakda,12-Apr-07,Total coliforms
817540,0,Sakda,12-Apr-07,Fecal coliforms
817541,0.0018,Sakda,12-Apr-07,Fecal streptococci 
818620,166.5,Sakda,12-Apr-07,Bicarbonates
818623,277,Sakda,12-Apr-07,Total dissolved salts
818627,2.4,Sakda,12-Apr-07,Total nitrogen
818629,0.105,Sakda,12-Apr-07,Total phosphorus
818635,41.3,Sakda,12-Apr-07,Chlorides
818636,31.5,Sakda,12-Apr-07,Sulphates
818637,1.496,Sakda,12-Apr-07,Iron
818638,0.096,Sakda,12-Apr-07,Manganese
818639,20,Sakda,12-Apr-07,Zinc
818640,8.995,Sakda,12-Apr-07,Copper
818641,3.371,Sakda,12-Apr-07,Chromium
818642,9.459,Sakda,12-Apr-07,Lead
818643,0.05,Sakda,12-Apr-07,Cadmium
818644,0.025,Sakda,12-Apr-07,Mercury
818645,9.819,Sakda,12-Apr-07,Nickel
818646,2.6,Sakda,12-Apr-07,Biochemical Oxygen
818647,25.3,Sakda,12-Apr-07,Chemical Oxygen Demand (Cr)
818648,5.2,Sakda,12-Apr-07,Chemical Oxygen Demand (Mn)
818650,8.23,Sakda,12-Apr-07,Petroleum hydrocarbons
818652,0.071,Sakda,12-Apr-07,Atrazine
818653,0.06,Sakda,12-Apr-07,Simazine
818654,0.155,Sakda,12-Apr-07,Alachlor
818666,0.021,Sakda,12-Apr-07,Aldrin
818669,2,Sakda,12-Apr-07,Macrozoobenthos
818671,0,Sakda,12-Apr-07,Total coliforms
818672,0,Sakda,12-Apr-07,Fecal coliforms
818673,0,Sakda,12-Apr-07,Fecal streptococci 
788065,115.9,Boonsri,19-Apr-07,Bicarbonates
788068,160,Boonsri,19-Apr-07,Total dissolved salts
788073,1.06,Boonsri,19-Apr-07,Total phosphorus
788079,5.36,Boonsri,19-Apr-07,Chlorides
788080,33.5,Boonsri,19-Apr-07,Sulphates
788081,4.785,Boonsri,19-Apr-07,Iron
788083,0.645,Boonsri,19-Apr-07,Manganese
788084,0.02,Boonsri,19-Apr-07,Manganese
788085,56,Boonsri,19-Apr-07,Zinc
788087,11.99,Boonsri,19-Apr-07,Copper
788089,2.703,Boonsri,19-Apr-07,Chromium
788091,21.47,Boonsri,19-Apr-07,Lead
788093,10.6,Boonsri,19-Apr-07,Cadmium
788095,0.091,Boonsri,19-Apr-07,Mercury
788096,12.08,Boonsri,19-Apr-07,Nickel
788098,3.73,Boonsri,19-Apr-07,Biochemical Oxygen
788099,22.63,Boonsri,19-Apr-07,Chemical Oxygen Demand (Cr)
788100,12.04,Boonsri,19-Apr-07,Chemical Oxygen Demand (Mn)
788102,0,Boonsri,19-Apr-07,Petroleum hydrocarbons
788104,0.06,Boonsri,19-Apr-07,Atrazine
788105,0.064,Boonsri,19-Apr-07,Simazine
788106,0.192,Boonsri,19-Apr-07,Alachlor
788118,0.013,Boonsri,19-Apr-07,Aldrin
788121,1.92,Boonsri,19-Apr-07,Macrozoobenthos
788123,7.9,Boonsri,19-Apr-07,Total coliforms
788124,1.4,Boonsri,19-Apr-07,Fecal coliforms
788125,0.22,Boonsri,19-Apr-07,Fecal streptococci 
800379,0.06,Kohsoom,20-Apr-07,Atrazine
800380,0.06,Kohsoom,20-Apr-07,Simazine
800381,0.078,Kohsoom,20-Apr-07,Alachlor
800393,0.01,Kohsoom,20-Apr-07,Aldrin
806166,183.6,Somchair,20-Apr-07,Bicarbonates
806169,337,Somchair,20-Apr-07,Total dissolved salts
806173,4.17,Somchair,20-Apr-07,Total nitrogen
806175,0.172,Somchair,20-Apr-07,Total phosphorus
806181,62,Somchair,20-Apr-07,Chlorides
806182,41.9,Somchair,20-Apr-07,Sulphates
806183,0.863,Somchair,20-Apr-07,Iron
806185,0.447,Somchair,20-Apr-07,Manganese
806186,0.02,Somchair,20-Apr-07,Manganese
806187,73,Somchair,20-Apr-07,Zinc
806189,15.13,Somchair,20-Apr-07,Copper
806191,1.883,Somchair,20-Apr-07,Chromium
806193,8.073,Somchair,20-Apr-07,Lead
806195,7.167,Somchair,20-Apr-07,Cadmium
806197,0.028,Somchair,20-Apr-07,Mercury
806198,16.34,Somchair,20-Apr-07,Nickel
806200,5.7,Somchair,20-Apr-07,Biochemical Oxygen
806201,20.2,Somchair,20-Apr-07,Chemical Oxygen Demand (Cr)
806202,6,Somchair,20-Apr-07,Chemical Oxygen Demand (Mn)
806204,0.294,Somchair,20-Apr-07,Petroleum hydrocarbons
806206,0.06,Somchair,20-Apr-07,Atrazine
806207,0.06,Somchair,20-Apr-07,Simazine
806208,0.051,Somchair,20-Apr-07,Alachlor
806220,0.005,Somchair,20-Apr-07,Aldrin
806223,2.33,Somchair,20-Apr-07,Macrozoobenthos
806225,3.5,Somchair,20-Apr-07,Total coliforms
806226,2.4,Somchair,20-Apr-07,Fecal coliforms
806227,0.92,Somchair,20-Apr-07,Fecal streptococci 
807321,172,Busarakhan,20-Apr-07,Bicarbonates
807324,364,Busarakhan,20-Apr-07,Total dissolved salts
807328,2.35,Busarakhan,20-Apr-07,Total nitrogen
807330,0.124,Busarakhan,20-Apr-07,Total phosphorus
807336,62,Busarakhan,20-Apr-07,Chlorides
807337,32.6,Busarakhan,20-Apr-07,Sulphates
807338,1.832,Busarakhan,20-Apr-07,Iron
807340,0.18,Busarakhan,20-Apr-07,Manganese
807341,0.02,Busarakhan,20-Apr-07,Manganese
807342,10,Busarakhan,20-Apr-07,Zinc
807344,7.818,Busarakhan,20-Apr-07,Copper
807346,0.849,Busarakhan,20-Apr-07,Chromium
807348,3.701,Busarakhan,20-Apr-07,Lead
807350,0.05,Busarakhan,20-Apr-07,Cadmium
807352,0.025,Busarakhan,20-Apr-07,Mercury
807353,6.176,Busarakhan,20-Apr-07,Nickel
807355,1,Busarakhan,20-Apr-07,Biochemical Oxygen
807356,36.1,Busarakhan,20-Apr-07,Chemical Oxygen Demand (Cr)
807357,3.4,Busarakhan,20-Apr-07,Chemical Oxygen Demand (Mn)
807359,0.294,Busarakhan,20-Apr-07,Petroleum hydrocarbons
807361,0.06,Busarakhan,20-Apr-07,Atrazine
807362,0.06,Busarakhan,20-Apr-07,Simazine
807363,0.05,Busarakhan,20-Apr-07,Alachlor
807375,0.005,Busarakhan,20-Apr-07,Aldrin
807378,2.12,Busarakhan,20-Apr-07,Macrozoobenthos
807380,16,Busarakhan,20-Apr-07,Total coliforms
807381,16,Busarakhan,20-Apr-07,Fecal coliforms
807382,0.17,Busarakhan,20-Apr-07,Fecal streptococci 
800404,213.5,Kohsoom,21-Apr-07,Bicarbonates
800407,354,Kohsoom,21-Apr-07,Total dissolved salts
800412,0.13,Kohsoom,21-Apr-07,Total phosphorus
800418,33.7,Kohsoom,21-Apr-07,Chlorides
800419,99.4,Kohsoom,21-Apr-07,Sulphates
800420,0.501,Kohsoom,21-Apr-07,Iron
800422,0.146,Kohsoom,21-Apr-07,Manganese
800423,0.02,Kohsoom,21-Apr-07,Manganese
800424,10,Kohsoom,21-Apr-07,Zinc
800426,4.883,Kohsoom,21-Apr-07,Copper
800428,1.786,Kohsoom,21-Apr-07,Chromium
800430,1.947,Kohsoom,21-Apr-07,Lead
800432,0.05,Kohsoom,21-Apr-07,Cadmium
800434,6.134,Kohsoom,21-Apr-07,Nickel
800436,4.8,Kohsoom,21-Apr-07,Biochemical Oxygen
800437,15.2,Kohsoom,21-Apr-07,Chemical Oxygen Demand (Cr)
800438,7,Kohsoom,21-Apr-07,Chemical Oxygen Demand (Mn)
801645,239,Chai,25-Apr-07,Total dissolved salts
801649,3.68,Chai,25-Apr-07,Total nitrogen
801651,0.08,Chai,25-Apr-07,Total phosphorus
801655,34.4,Chai,25-Apr-07,Chlorides
801656,32.9,Chai,25-Apr-07,Sulphates
801657,0.631,Chai,25-Apr-07,Iron
801658,0.03,Chai,25-Apr-07,Manganese
801659,17,Chai,25-Apr-07,Zinc
801660,8.103,Chai,25-Apr-07,Copper
801661,1.762,Chai,25-Apr-07,Chromium
801662,4.148,Chai,25-Apr-07,Lead
801663,0.05,Chai,25-Apr-07,Cadmium
801664,0.025,Chai,25-Apr-07,Mercury
801665,4.995,Chai,25-Apr-07,Nickel
801666,1,Chai,25-Apr-07,Biochemical Oxygen
801667,18.3,Chai,25-Apr-07,Chemical Oxygen Demand (Cr)
801668,0.06,Chai,25-Apr-07,Atrazine
801669,0.084,Chai,25-Apr-07,Simazine
801670,0.105,Chai,25-Apr-07,Alachlor
801682,0.008,Chai,25-Apr-07,Aldrin
803193,237,Chai,25-Apr-07,Total dissolved salts
803197,3.89,Chai,25-Apr-07,Total nitrogen
803199,0.082,Chai,25-Apr-07,Total phosphorus
803203,34.4,Chai,25-Apr-07,Chlorides
803204,30.9,Chai,25-Apr-07,Sulphates
803205,0.629,Chai,25-Apr-07,Iron
803207,0.03,Chai,25-Apr-07,Manganese
803208,0.02,Chai,25-Apr-07,Manganese
